record_number,utc_timestamp,datetime_utc,duration_minutes,interval_count,deep_sleep_min,light_sleep_min,awake_min,activity_indices
53,1762802344,2025-11-10 19:19:04,25,5,0,25,0,"[1, 0, 0, 6, 9]"
54,1762803942,2025-11-10 19:45:42,60,12,35,25,0,"[8, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2]"
55,1762807364,2025-11-10 20:42:44,60,12,35,25,0,"[10, 0, 0, 0, 0, 1, 0, 9, 3, 0, 0, 0]"
56,1762807542,2025-11-10 20:45:42,5,1,0,5,0,[0]
57,1762810964,2025-11-10 21:42:44,15,3,0,15,0,"[1, 0, 4]"
58,1762811126,2025-11-10 21:45:26,60,12,20,40,0,"[8, 1, 2, 2, 2, 3, 1, 0, 0, 0, 0, 2]"
59,1762814726,2025-11-10 22:45:26,60,12,35,25,0,"[1, 0, 0, 0, 18, 0, 0, 0, 0, 5, 0, 0]"
60,1762818326,2025-11-10 23:45:26,60,12,40,20,0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
61,1762821926,2025-11-11 00:45:26,60,12,40,20,0,"[0, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0]"
62,1762823350,2025-11-11 01:09:10,55,11,45,10,0,"[3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]"
63,1762825526,2025-11-11 01:45:26,15,3,15,0,0,"[0, 0, 0]"
64,1762826450,2025-11-11 02:00:50,60,12,30,30,0,"[2, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 9]"
65,1762830050,2025-11-11 03:00:50,60,12,35,25,0,"[0, 18, 3, 0, 0, 0, 0, 0, 0, 0, 9, 0]"
66,1762833650,2025-11-11 04:00:50,60,12,40,20,0,"[0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 0, 0]"
67,1762837250,2025-11-11 05:00:50,60,12,40,20,0,"[19, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
68,1762840850,2025-11-11 06:00:50,60,12,30,30,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 0]"
69,1762844450,2025-11-11 07:00:50,35,7,0,35,0,"[7, 0, 6, 0, 3, 12, 9]"
70,1762849858,2025-11-11 08:30:58,25,5,0,25,0,"[1, 1, 0, 0, 5]"
71,1762853319,2025-11-11 09:28:39,25,5,0,20,5,"[6, 3, 9, 2, 22]"
72,1762870678,2025-11-11 14:17:58,15,3,0,15,0,"[9, 1, 4]"
73,1762875933,2025-11-11 15:45:33,60,12,0,60,0,"[4, 1, 0, 3, 2, 5, 0, 0, 3, 3, 0, 0]"
74,1762879533,2025-11-11 16:45:33,40,8,30,10,0,"[0, 0, 0, 0, 0, 0, 2, 0]"
75,1762881660,2025-11-11 17:21:00,25,5,15,10,0,"[4, 0, 0, 0, 18]"
76,1762886124,2025-11-11 18:35:24,55,11,0,55,0,"[11, 2, 3, 3, 12, 9, 3, 10, 3, 5, 8]"
77,1762889727,2025-11-11 19:35:27,25,5,0,25,0,"[4, 10, 3, 0, 0]"
78,1762891692,2025-11-11 20:08:12,60,12,15,45,0,"[3, 0, 0, 0, 15, 1, 2, 5, 0, 0, 2, 2]"
79,1762895292,2025-11-11 21:08:12,5,1,0,5,0,[6]
80,1762895503,2025-11-11 21:11:43,60,12,35,25,0,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0]"
81,1762899103,2025-11-11 22:11:43,60,12,0,60,0,"[2, 0, 0, 15, 0, 0, 3, 0, 2, 5, 0, 0]"
82,1762902703,2025-11-11 23:11:43,60,12,55,5,0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
83,1762906303,2025-11-12 00:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 1, 17, 0, 0, 0, 0]"
84,1762909903,2025-11-12 01:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
85,1762913503,2025-11-12 02:11:43,60,12,15,45,0,"[0, 0, 2, 5, 1, 0, 0, 0, 1, 2, 0, 0]"
86,1762917103,2025-11-12 03:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
87,1762920703,2025-11-12 04:11:43,60,12,40,20,0,"[2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
88,1762921302,2025-11-12 04:21:42,20,4,0,20,0,"[5, 0, 0, 1]"
89,1762924303,2025-11-12 05:11:43,60,12,50,10,0,"[1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
90,1762927903,2025-11-12 06:11:43,10,2,0,10,0,"[0, 0]"
91,1762942929,2025-11-12 10:22:09,20,4,0,20,0,"[1, 4, 1, 9]"
92,1762949464,2025-11-12 12:11:04,60,12,0,60,0,"[2, 3, 0, 2, 1, 2, 3, 5, 4, 5, 0, 1]"
93,1762953064,2025-11-12 13:11:04,60,12,0,60,0,"[0, 18, 7, 9, 3, 11, 6, 6, 6, 2, 6, 5]"
94,1762956664,2025-11-12 14:11:04,15,3,0,15,0,"[3, 0, 7]"
95,1762956783,2025-11-12 14:13:03,60,12,0,60,0,"[3, 2, 4, 9, 4, 4, 1, 5, 1, 5, 1, 1]"
96,1762960383,2025-11-12 15:13:03,25,5,0,20,5,"[3, 1, 4, 3, 21]"
97,1762961864,2025-11-12 15:37:44,60,12,0,60,0,"[0, 1, 0, 1, 1, 2, 1, 0, 1, 0, 1, 0]"
98,1762965464,2025-11-12 16:37:44,10,2,0,10,0,"[1, 0]"
99,1762973732,2025-11-12 18:55:32,60,12,20,40,0,"[4, 4, 0, 11, 0, 0, 0, 0, 5, 9, 0, 0]"
100,1762977332,2025-11-12 19:55:32,25,5,15,10,0,"[0, 0, 0, 1, 6]"
101,1762977793,2025-11-12 20:03:13,60,12,35,25,0,"[7, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
102,1762981271,2025-11-12 21:01:11,60,12,25,35,0,"[6, 3, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0]"
103,1762981393,2025-11-12 21:03:13,10,2,0,10,0,"[5, 20]"
104,1762984871,2025-11-12 22:01:11,55,11,20,35,0,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
105,1762986597,2025-11-12 22:29:57,60,12,50,10,0,"[9, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
106,1762990197,2025-11-12 23:29:57,60,12,0,60,0,"[0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 0, 4]"
107,1762993797,2025-11-13 00:29:57,60,12,55,5,0,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0]"
108,1762997397,2025-11-13 01:29:57,60,12,50,10,0,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
109,1762998332,2025-11-13 01:45:32,60,12,35,25,0,"[4, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0]"
110,1763000997,2025-11-13 02:29:57,10,2,0,10,0,"[1, 3]"
111,1763001932,2025-11-13 02:45:32,60,12,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
112,1763004319,2025-11-13 03:25:19,60,12,35,25,0,"[4, 0, 7, 2, 9, 0, 0, 0, 0, 0, 0, 0]"
113,1763005532,2025-11-13 03:45:32,10,2,0,10,0,"[4, 0]"
114,1763007457,2025-11-13 04:17:37,25,5,0,20,5,"[11, 1, 0, 12, 21]"
115,1763014037,2025-11-13 06:07:17,30,6,0,30,0,"[7, 1, 6, 3, 5, 9]"
116,1763125171,2025-11-14 12:59:31,40,8,0,40,0,"[5, 0, 1, 2, 2, 1, 5, 13]"
117,1763365965,2025-11-17 07:52:45,40,8,0,40,0,"[7, 0, 1, 0, 9, 4, 19, 12]"
118,1763374430,2025-11-17 10:13:50,60,12,0,60,0,"[6, 4, 4, 3, 5, 19, 2, 0, 6, 11, 11, 14]"
119,1763378030,2025-11-17 11:13:50,20,4,0,20,0,"[9, 10, 2, 4]"
120,1763380586,2025-11-17 11:56:26,60,12,15,45,0,"[5, 7, 6, 11, 0, 0, 0, 3, 2, 0, 0, 1]"
121,1763384186,2025-11-17 12:56:26,50,10,20,30,0,"[2, 0, 0, 0, 0, 1, 0, 1, 14, 6]"
122,1764581103,2025-12-01 09:25:03,50,10,0,50,0,"[7, 2, 2, 1, 2, 9, 2, 3, 1, 4]"
123,1764585019,2025-12-01 10:30:19,60,12,0,50,10,"[2, 1, 1, 8, 10, 1, 10, 3, 8, 22, 22, 9]"
124,1764588619,2025-12-01 11:30:19,40,8,0,40,0,"[0, 0, 6, 5, 9, 8, 1, 5]"
125,1764947812,2025-12-05 15:16:52,50,10,0,50,0,"[4, 1, 2, 2, 7, 4, 4, 2, 1, 2]"
126,1764950764,2025-12-05 16:06:04,55,11,0,55,0,"[6, 2, 1, 5, 5, 2, 2, 2, 2, 15, 15]"
127,1764954147,2025-12-05 17:02:27,60,12,0,55,5,"[9, 1, 2, 2, 2, 5, 21, 8, 2, 15, 19, 1]"
128,1764957747,2025-12-05 18:02:27,20,4,0,20,0,"[0, 2, 2, 0]"
129,1764958457,2025-12-05 18:14:17,15,3,0,15,0,"[2, 2, 6]"
130,1764962315,2025-12-05 19:18:35,35,7,0,35,0,"[6, 4, 1, 6, 14, 10, 6]"
131,1764965251,2025-12-05 20:07:31,60,12,0,60,0,"[0, 3, 4, 0, 3, 0, 2, 2, 0, 0, 2, 13]"
132,1764968851,2025-12-05 21:07:31,60,12,0,55,5,"[0, 1, 4, 3, 1, 23, 0, 0, 1, 2, 0, 1]"
133,1764972171,2025-12-05 22:02:51,60,12,55,5,0,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
134,1764972451,2025-12-05 22:07:31,15,3,0,15,0,"[0, 1, 3]"
135,1764975771,2025-12-05 23:02:51,20,4,0,20,0,"[0, 1, 0, 0]"
136,1764976307,2025-12-05 23:11:47,25,5,0,25,0,"[5, 1, 1, 2, 0]"
137,1764978391,2025-12-05 23:46:31,60,12,0,60,0,"[1, 2, 1, 2, 1, 1, 4, 0, 2, 0, 2, 5]"
138,1764981991,2025-12-06 00:46:31,60,12,15,45,0,"[1, 0, 0, 0, 1, 3, 1, 2, 2, 1, 0, 1]"
139,1764985591,2025-12-06 01:46:31,60,12,15,45,0,"[1, 3, 0, 0, 1, 14, 2, 0, 1, 0, 0, 0]"
140,1764988636,2025-12-06 02:37:16,25,5,0,20,5,"[5, 0, 3, 12, 21]"
141,1764989191,2025-12-06 02:46:31,5,1,0,5,0,[0]
142,1764989854,2025-12-06 02:57:34,60,12,40,20,0,"[4, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
143,1764993454,2025-12-06 03:57:34,60,12,55,5,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
144,1764997054,2025-12-06 04:57:34,60,12,20,40,0,"[1, 1, 0, 8, 0, 0, 0, 0, 1, 0, 0, 10]"
145,1765000654,2025-12-06 05:57:34,55,11,0,55,0,"[5, 0, 0, 5, 6, 10, 3, 12, 10, 1, 2]"
146,1765029692,2025-12-06 14:01:32,35,7,0,30,5,"[2, 3, 2, 2, 19, 24, 17]"
147,1765037949,2025-12-06 16:19:09,20,4,0,20,0,"[1, 0, 0, 3]"
148,1765332343,2025-12-10 02:05:43,60,12,30,30,0,"[3, 4, 9, 18, 0, 0, 0, 0, 0, 0, 4, 0]"
149,1765335943,2025-12-10 03:05:43,60,12,25,35,0,"[0, 2, 0, 0, 4, 3, 2, 0, 0, 0, 0, 0]"
150,1765339543,2025-12-10 04:05:43,55,11,25,30,0,"[0, 0, 0, 0, 0, 1, 0, 0, 8, 3, 0]"
151,1765341669,2025-12-10 04:41:09,60,12,15,45,0,"[3, 1, 3, 0, 0, 0, 4, 1, 0, 2, 1, 1]"
152,1765345269,2025-12-10 05:41:09,55,11,0,50,5,"[0, 0, 15, 3, 0, 0, 2, 0, 22, 13, 11]"
153,1765395049,2025-12-10 19:30:49,25,5,0,25,0,"[6, 2, 0, 0, 1]"
154,1765397698,2025-12-10 20:14:58,25,5,0,25,0,"[1, 0, 2, 0, 5]"
155,1765398828,2025-12-10 20:33:48,30,6,0,30,0,"[0, 0, 6, 0, 1, 3]"
156,1765400527,2025-12-10 21:02:07,15,3,0,15,0,"[6, 0, 0]"
157,1765402900,2025-12-10 21:41:40,60,12,25,35,0,"[6, 1, 0, 1, 0, 0, 15, 0, 0, 0, 0, 0]"
158,1765406500,2025-12-10 22:41:40,60,12,45,15,0,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3]"
159,1765410100,2025-12-10 23:41:40,60,12,50,10,0,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
160,1765413700,2025-12-11 00:41:40,60,12,50,10,0,"[0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0]"
161,1765417300,2025-12-11 01:41:40,60,12,55,5,0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
162,1765420900,2025-12-11 02:41:40,60,12,45,15,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3]"
163,1765424500,2025-12-11 03:41:40,60,12,35,25,0,"[1, 0, 0, 0, 4, 2, 0, 1, 0, 0, 0, 0]"
164,1765428100,2025-12-11 04:41:40,60,12,45,15,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
165,1765430772,2025-12-11 05:26:12,15,3,0,15,0,"[5, 0, 5]"
166,1765431700,2025-12-11 05:41:40,60,12,15,40,5,"[0, 0, 1, 0, 4, 0, 0, 0, 3, 14, 6, 25]"
167,1765435300,2025-12-11 06:41:40,50,10,0,50,0,"[14, 3, 0, 1, 0, 2, 0, 3, 1, 0]"
168,1765482782,2025-12-11 19:53:02,60,12,20,40,0,"[4, 1, 2, 0, 0, 0, 0, 2, 1, 6, 0, 4]"
169,1765485719,2025-12-11 20:41:59,60,12,55,5,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
170,1765489319,2025-12-11 21:41:59,60,12,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
171,1765492919,2025-12-11 22:41:59,60,12,45,15,0,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 1]"
172,1765496519,2025-12-11 23:41:59,60,12,50,10,0,"[2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
173,1765500119,2025-12-12 00:41:59,60,12,45,15,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
174,1765503719,2025-12-12 01:41:59,60,12,45,15,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
175,1765504941,2025-12-12 02:02:21,60,12,30,30,0,"[0, 0, 4, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
176,1765507319,2025-12-12 02:41:59,60,12,30,30,0,"[0, 2, 0, 0, 0, 1, 0, 0, 0, 10, 0, 11]"
177,1765511850,2025-12-12 03:57:30,60,12,15,45,0,"[4, 1, 1, 4, 15, 5, 8, 2, 7, 0, 0, 0]"
178,1765515450,2025-12-12 04:57:30,60,12,40,20,0,"[1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 10]"
179,1765519050,2025-12-12 05:57:30,60,12,45,15,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0]"
180,1765522650,2025-12-12 06:57:30,60,12,40,20,0,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 1]"
181,1765526250,2025-12-12 07:57:30,5,1,0,5,0,[13]
182,1765529903,2025-12-12 08:58:23,25,5,0,20,5,"[1, 0, 4, 0, 24]"
183,1765532621,2025-12-12 09:43:41,50,10,0,35,15,"[5, 4, 3, 22, 23, 21, 19, 11, 5, 12]"
184,1765535444,2025-12-12 10:30:44,15,3,0,15,0,"[10, 0, 0]"
185,1765537946,2025-12-12 11:12:26,30,6,0,30,0,"[1, 0, 0, 5, 3, 3]"
186,1765542261,2025-12-12 12:24:21,45,9,20,25,0,"[0, 0, 0, 0, 3, 10, 7, 15, 14]"
187,1765579308,2025-12-12 22:41:48,60,12,20,40,0,"[0, 1, 1, 1, 3, 3, 19, 20, 0, 0, 0, 0]"
188,1765582908,2025-12-12 23:41:48,60,12,55,5,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
189,1765584733,2025-12-13 00:12:13,20,4,0,15,5,"[0, 4, 0, 21]"
190,1765585728,2025-12-13 00:28:48,60,12,55,5,0,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
191,1765589328,2025-12-13 01:28:48,45,9,15,30,0,"[0, 0, 0, 2, 0, 2, 0, 0, 1]"
192,1765590828,2025-12-13 01:53:48,50,10,35,15,0,"[8, 0, 0, 0, 0, 0, 0, 0, 1, 19]"
193,1765593088,2025-12-13 02:31:28,40,8,0,35,5,"[0, 7, 7, 22, 0, 1, 0, 11]"
194,1765594896,2025-12-13 03:01:36,60,12,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
195,1765598496,2025-12-13 04:01:36,60,12,50,10,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
196,1765602096,2025-12-13 05:01:36,60,12,50,10,0,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
197,1765605696,2025-12-13 06:01:36,60,12,35,25,0,"[0, 1, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0]"
198,1765609296,2025-12-13 07:01:36,5,1,0,5,0,[18]
199,1765612034,2025-12-13 07:47:14,25,5,20,5,0,"[10, 0, 0, 0, 0]"
200,1765618554,2025-12-13 09:35:54,60,12,0,60,0,"[0, 0, 5, 0, 18, 3, 0, 0, 5, 0, 2, 0]"
201,1765622154,2025-12-13 10:35:54,10,2,0,10,0,"[1, 1]"
