record_number,utc_timestamp,datetime_utc,duration_minutes,interval_count,deep_sleep_min,light_sleep_min,awake_min,activity_indices
74,1762886124,2025-11-11 18:35:24,55,11,0,55,0,"[11, 2, 3, 3, 12, 9, 3, 10, 3, 5, 8]"
75,1762889727,2025-11-11 19:35:27,25,5,0,25,0,"[4, 10, 3, 0, 0]"
76,1762891692,2025-11-11 20:08:12,60,12,15,45,0,"[3, 0, 0, 0, 15, 1, 2, 5, 0, 0, 2, 2]"
77,1762895292,2025-11-11 21:08:12,5,1,0,5,0,[6]
78,1762895503,2025-11-11 21:11:43,60,12,35,25,0,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0]"
79,1762899103,2025-11-11 22:11:43,60,12,0,60,0,"[2, 0, 0, 15, 0, 0, 3, 0, 2, 5, 0, 0]"
80,1762902703,2025-11-11 23:11:43,60,12,55,5,0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
81,1762906303,2025-11-12 00:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 1, 17, 0, 0, 0, 0]"
82,1762909903,2025-11-12 01:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
83,1762913503,2025-11-12 02:11:43,60,12,15,45,0,"[0, 0, 2, 5, 1, 0, 0, 0, 1, 2, 0, 0]"
84,1762917103,2025-11-12 03:11:43,60,12,50,10,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
85,1762920703,2025-11-12 04:11:43,60,12,40,20,0,"[2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
86,1762921302,2025-11-12 04:21:42,20,4,0,20,0,"[5, 0, 0, 1]"
87,1762924303,2025-11-12 05:11:43,60,12,50,10,0,"[1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
88,1762927903,2025-11-12 06:11:43,10,2,0,10,0,"[0, 0]"
89,1762942929,2025-11-12 10:22:09,20,4,0,20,0,"[1, 4, 1, 9]"
90,1762949464,2025-11-12 12:11:04,60,12,0,60,0,"[2, 3, 0, 2, 1, 2, 3, 5, 4, 5, 0, 1]"
91,1762953064,2025-11-12 13:11:04,60,12,0,60,0,"[0, 18, 7, 9, 3, 11, 6, 6, 6, 2, 6, 5]"
92,1762956664,2025-11-12 14:11:04,15,3,0,15,0,"[3, 0, 7]"
93,1762956783,2025-11-12 14:13:03,60,12,0,60,0,"[3, 2, 4, 9, 4, 4, 1, 5, 1, 5, 1, 1]"
94,1762960383,2025-11-12 15:13:03,25,5,0,20,5,"[3, 1, 4, 3, 21]"
95,1762961864,2025-11-12 15:37:44,60,12,0,60,0,"[0, 1, 0, 1, 1, 2, 1, 0, 1, 0, 1, 0]"
96,1762965464,2025-11-12 16:37:44,10,2,0,10,0,"[1, 0]"
97,1762973732,2025-11-12 18:55:32,60,12,20,40,0,"[4, 4, 0, 11, 0, 0, 0, 0, 5, 9, 0, 0]"
98,1762977332,2025-11-12 19:55:32,25,5,15,10,0,"[0, 0, 0, 1, 6]"
99,1762977793,2025-11-12 20:03:13,60,12,35,25,0,"[7, 5, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
100,1762981271,2025-11-12 21:01:11,60,12,25,35,0,"[6, 3, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0]"
101,1762981393,2025-11-12 21:03:13,10,2,0,10,0,"[5, 20]"
102,1762984871,2025-11-12 22:01:11,55,11,20,35,0,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
103,1762986597,2025-11-12 22:29:57,60,12,50,10,0,"[9, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
104,1762990197,2025-11-12 23:29:57,60,12,0,60,0,"[0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 0, 4]"
105,1762993797,2025-11-13 00:29:57,60,12,55,5,0,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0]"
106,1762997397,2025-11-13 01:29:57,60,12,50,10,0,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
107,1762998332,2025-11-13 01:45:32,60,12,35,25,0,"[4, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0]"
108,1763000997,2025-11-13 02:29:57,10,2,0,10,0,"[1, 3]"
109,1763001932,2025-11-13 02:45:32,60,12,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
110,1763004319,2025-11-13 03:25:19,60,12,35,25,0,"[4, 0, 7, 2, 9, 0, 0, 0, 0, 0, 0, 0]"
111,1763005532,2025-11-13 03:45:32,10,2,0,10,0,"[4, 0]"
112,1763007457,2025-11-13 04:17:37,25,5,0,20,5,"[11, 1, 0, 12, 21]"
113,1763014037,2025-11-13 06:07:17,30,6,0,30,0,"[7, 1, 6, 3, 5, 9]"
114,1763125171,2025-11-14 12:59:31,40,8,0,40,0,"[5, 0, 1, 2, 2, 1, 5, 13]"
115,1763365965,2025-11-17 07:52:45,40,8,0,40,0,"[7, 0, 1, 0, 9, 4, 19, 12]"
116,1763374430,2025-11-17 10:13:50,60,12,0,60,0,"[6, 4, 4, 3, 5, 19, 2, 0, 6, 11, 11, 14]"
117,1763378030,2025-11-17 11:13:50,20,4,0,20,0,"[9, 10, 2, 4]"
118,1763380586,2025-11-17 11:56:26,60,12,15,45,0,"[5, 7, 6, 11, 0, 0, 0, 3, 2, 0, 0, 1]"
119,1763384186,2025-11-17 12:56:26,50,10,20,30,0,"[2, 0, 0, 0, 0, 1, 0, 1, 14, 6]"
120,1764581103,2025-12-01 09:25:03,50,10,0,50,0,"[7, 2, 2, 1, 2, 9, 2, 3, 1, 4]"
121,1764585019,2025-12-01 10:30:19,60,12,0,50,10,"[2, 1, 1, 8, 10, 1, 10, 3, 8, 22, 22, 9]"
122,1764588619,2025-12-01 11:30:19,40,8,0,40,0,"[0, 0, 6, 5, 9, 8, 1, 5]"
123,1764947812,2025-12-05 15:16:52,50,10,0,50,0,"[4, 1, 2, 2, 7, 4, 4, 2, 1, 2]"
124,1764950764,2025-12-05 16:06:04,55,11,0,55,0,"[6, 2, 1, 5, 5, 2, 2, 2, 2, 15, 15]"
125,1764954147,2025-12-05 17:02:27,60,12,0,55,5,"[9, 1, 2, 2, 2, 5, 21, 8, 2, 15, 19, 1]"
126,1764957747,2025-12-05 18:02:27,20,4,0,20,0,"[0, 2, 2, 0]"
127,1764958457,2025-12-05 18:14:17,15,3,0,15,0,"[2, 2, 6]"
128,1764962315,2025-12-05 19:18:35,35,7,0,35,0,"[6, 4, 1, 6, 14, 10, 6]"
129,1764965251,2025-12-05 20:07:31,60,12,0,60,0,"[0, 3, 4, 0, 3, 0, 2, 2, 0, 0, 2, 13]"
130,1764968851,2025-12-05 21:07:31,60,12,0,55,5,"[0, 1, 4, 3, 1, 23, 0, 0, 1, 2, 0, 1]"
131,1764972171,2025-12-05 22:02:51,60,12,55,5,0,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
132,1764972451,2025-12-05 22:07:31,15,3,0,15,0,"[0, 1, 3]"
133,1764975771,2025-12-05 23:02:51,20,4,0,20,0,"[0, 1, 0, 0]"
134,1764976307,2025-12-05 23:11:47,25,5,0,25,0,"[5, 1, 1, 2, 0]"
135,1764978391,2025-12-05 23:46:31,60,12,0,60,0,"[1, 2, 1, 2, 1, 1, 4, 0, 2, 0, 2, 5]"
136,1764981991,2025-12-06 00:46:31,60,12,15,45,0,"[1, 0, 0, 0, 1, 3, 1, 2, 2, 1, 0, 1]"
137,1764985591,2025-12-06 01:46:31,60,12,15,45,0,"[1, 3, 0, 0, 1, 14, 2, 0, 1, 0, 0, 0]"
138,1764988636,2025-12-06 02:37:16,25,5,0,20,5,"[5, 0, 3, 12, 21]"
139,1764989191,2025-12-06 02:46:31,5,1,0,5,0,[0]
140,1764989854,2025-12-06 02:57:34,60,12,40,20,0,"[4, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
141,1764993454,2025-12-06 03:57:34,60,12,55,5,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
142,1764997054,2025-12-06 04:57:34,60,12,20,40,0,"[1, 1, 0, 8, 0, 0, 0, 0, 1, 0, 0, 10]"
143,1765000654,2025-12-06 05:57:34,55,11,0,55,0,"[5, 0, 0, 5, 6, 10, 3, 12, 10, 1, 2]"
144,1765029692,2025-12-06 14:01:32,35,7,0,30,5,"[2, 3, 2, 2, 19, 24, 17]"
145,1765037949,2025-12-06 16:19:09,20,4,0,20,0,"[1, 0, 0, 3]"
146,1765332343,2025-12-10 02:05:43,60,12,30,30,0,"[3, 4, 9, 18, 0, 0, 0, 0, 0, 0, 4, 0]"
147,1765335943,2025-12-10 03:05:43,60,12,25,35,0,"[0, 2, 0, 0, 4, 3, 2, 0, 0, 0, 0, 0]"
148,1765339543,2025-12-10 04:05:43,55,11,25,30,0,"[0, 0, 0, 0, 0, 1, 0, 0, 8, 3, 0]"
149,1765341669,2025-12-10 04:41:09,60,12,15,45,0,"[3, 1, 3, 0, 0, 0, 4, 1, 0, 2, 1, 1]"
150,1765345269,2025-12-10 05:41:09,55,11,0,50,5,"[0, 0, 15, 3, 0, 0, 2, 0, 22, 13, 11]"
151,1765395049,2025-12-10 19:30:49,25,5,0,25,0,"[6, 2, 0, 0, 1]"
152,1765397698,2025-12-10 20:14:58,25,5,0,25,0,"[1, 0, 2, 0, 5]"
153,1765398828,2025-12-10 20:33:48,30,6,0,30,0,"[0, 0, 6, 0, 1, 3]"
154,1765400527,2025-12-10 21:02:07,15,3,0,15,0,"[6, 0, 0]"
155,1765402900,2025-12-10 21:41:40,60,12,25,35,0,"[6, 1, 0, 1, 0, 0, 15, 0, 0, 0, 0, 0]"
156,1765406500,2025-12-10 22:41:40,60,12,45,15,0,"[1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3]"
157,1765410100,2025-12-10 23:41:40,60,12,50,10,0,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158,1765413700,2025-12-11 00:41:40,60,12,50,10,0,"[0, 0, 0, 0, 1, 0, 0, 0, 6, 0, 0, 0]"
159,1765417300,2025-12-11 01:41:40,60,12,55,5,0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
160,1765420900,2025-12-11 02:41:40,60,12,45,15,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3]"
161,1765424500,2025-12-11 03:41:40,60,12,35,25,0,"[1, 0, 0, 0, 4, 2, 0, 1, 0, 0, 0, 0]"
162,1765428100,2025-12-11 04:41:40,60,12,45,15,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
163,1765430772,2025-12-11 05:26:12,15,3,0,15,0,"[5, 0, 5]"
164,1765431700,2025-12-11 05:41:40,60,12,15,40,5,"[0, 0, 1, 0, 4, 0, 0, 0, 3, 14, 6, 25]"
165,1765435300,2025-12-11 06:41:40,50,10,0,50,0,"[14, 3, 0, 1, 0, 2, 0, 3, 1, 0]"
166,1765482782,2025-12-11 19:53:02,60,12,20,40,0,"[4, 1, 2, 0, 0, 0, 0, 2, 1, 6, 0, 4]"
167,1765485719,2025-12-11 20:41:59,60,12,55,5,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
168,1765489319,2025-12-11 21:41:59,60,12,60,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
169,1765492919,2025-12-11 22:41:59,60,12,45,15,0,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 1]"
170,1765496519,2025-12-11 23:41:59,60,12,50,10,0,"[2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
171,1765500119,2025-12-12 00:41:59,60,12,45,15,0,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
172,1765503719,2025-12-12 01:41:59,60,12,45,15,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
173,1765504941,2025-12-12 02:02:21,60,12,30,30,0,"[0, 0, 4, 0, 3, 0, 0, 0, 1, 0, 0, 0]"
174,1765507319,2025-12-12 02:41:59,60,12,30,30,0,"[0, 2, 0, 0, 0, 1, 0, 0, 0, 10, 0, 11]"
175,1765511850,2025-12-12 03:57:30,60,12,15,45,0,"[4, 1, 1, 4, 15, 5, 8, 2, 7, 0, 0, 0]"
176,1765515450,2025-12-12 04:57:30,60,12,40,20,0,"[1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 10]"
177,1765519050,2025-12-12 05:57:30,60,12,45,15,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0]"
178,1765522650,2025-12-12 06:57:30,60,12,40,20,0,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 0, 1]"
179,1765526250,2025-12-12 07:57:30,5,1,0,5,0,[13]
180,1765529903,2025-12-12 08:58:23,25,5,0,20,5,"[1, 0, 4, 0, 24]"
181,1765532621,2025-12-12 09:43:41,50,10,0,35,15,"[5, 4, 3, 22, 23, 21, 19, 11, 5, 12]"
182,1765535444,2025-12-12 10:30:44,15,3,0,15,0,"[10, 0, 0]"
183,1765537946,2025-12-12 11:12:26,30,6,0,30,0,"[1, 0, 0, 5, 3, 3]"
184,1765542261,2025-12-12 12:24:21,45,9,20,25,0,"[0, 0, 0, 0, 3, 10, 7, 15, 14]"
