Timestamp,X (g),Y (g),Z (g),Magnitude (g)
12.358,0.015625,-0.968750,0.109375,0.975030
12.358,0.015625,-0.953125,0.109375,0.959507
12.366,0.015625,-0.953125,0.093750,0.957852
12.417,0.000000,-0.953125,0.093750,0.957725
12.425,0.015625,-0.953125,0.093750,0.957852
12.428,0.015625,-0.953125,0.093750,0.957852
12.440,0.015625,-0.953125,0.093750,0.957852
12.493,0.015625,-0.953125,0.093750,0.957852
12.496,0.015625,-0.953125,0.078125,0.956449
12.500,0.000000,-0.953125,0.093750,0.957725
12.530,0.000000,-0.968750,0.078125,0.971895
12.556,0.000000,-0.968750,0.078125,0.971895
12.561,0.015625,-0.968750,0.078125,0.972021
12.578,0.015625,-0.968750,0.093750,0.973401
12.606,0.015625,-0.968750,0.078125,0.972021
12.620,0.015625,-0.968750,0.078125,0.972021
12.635,0.015625,-0.953125,0.093750,0.957852
12.650,0.015625,-0.953125,0.078125,0.956449
12.733,0.000000,-0.953125,0.078125,0.956321
12.734,0.015625,-0.953125,0.078125,0.956449
12.756,0.015625,-0.953125,0.078125,0.956449
12.774,0.000000,-0.968750,0.078125,0.971895
12.785,0.000000,-0.953125,0.078125,0.956321
12.816,0.000000,-0.953125,0.078125,0.956321
12.830,0.000000,-0.953125,0.093750,0.957725
12.849,0.000000,-0.953125,0.093750,0.957725
12.965,0.015625,-0.953125,0.093750,0.957852
12.966,0.000000,-0.953125,0.078125,0.956321
12.966,0.015625,-0.953125,0.078125,0.956449
12.967,0.015625,-0.968750,0.078125,0.972021
12.979,0.015625,-0.953125,0.078125,0.956449
12.979,0.015625,-0.953125,0.062500,0.955300
13.011,0.015625,-0.953125,0.078125,0.956449
13.063,0.015625,-0.953125,0.078125,0.956449
13.066,0.000000,-0.953125,0.062500,0.955172
13.066,0.015625,-0.953125,0.078125,0.956449
13.070,0.015625,-0.953125,0.078125,0.956449
13.092,0.015625,-0.953125,0.093750,0.957852
13.100,0.000000,-0.953125,0.093750,0.957725
13.115,0.015625,-0.953125,0.078125,0.956449
13.146,0.015625,-0.953125,0.078125,0.956449
13.160,0.015625,-0.953125,0.078125,0.956449
13.191,0.000000,-0.953125,0.078125,0.956321
13.192,0.015625,-0.953125,0.078125,0.956449
13.222,0.015625,-0.968750,0.062500,0.970890
13.235,0.000000,-0.953125,0.078125,0.956321
13.251,0.015625,-0.953125,0.078125,0.956449
13.265,0.000000,-0.953125,0.078125,0.956321
13.296,0.015625,-0.953125,0.078125,0.956449
13.311,0.000000,-0.953125,0.078125,0.956321
13.327,0.000000,-0.953125,0.078125,0.956321
13.361,0.015625,-0.953125,0.093750,0.957852
13.374,0.000000,-0.953125,0.093750,0.957725
13.386,0.015625,-0.953125,0.093750,0.957852
13.403,0.015625,-0.953125,0.078125,0.956449
13.436,0.015625,-0.953125,0.093750,0.957852
13.461,0.015625,-0.953125,0.093750,0.957852
13.461,0.015625,-0.953125,0.078125,0.956449
13.494,0.015625,-0.953125,0.078125,0.956449
13.528,0.015625,-0.968750,0.078125,0.972021
13.528,0.015625,-0.968750,0.078125,0.972021
13.536,0.015625,-0.953125,0.062500,0.955300
13.567,0.015625,-0.953125,0.062500,0.955300
13.580,0.015625,-0.968750,0.062500,0.970890
13.610,0.015625,-0.953125,0.062500,0.955300
13.625,0.015625,-0.953125,0.078125,0.956449
13.640,0.000000,-0.953125,0.078125,0.956321
13.658,0.000000,-0.953125,0.078125,0.956321
13.732,0.000000,-0.953125,0.078125,0.956321
13.734,0.000000,-0.968750,0.078125,0.971895
13.763,0.015625,-0.968750,0.078125,0.972021
13.782,0.015625,-0.968750,0.078125,0.972021
13.811,0.000000,-0.953125,0.078125,0.956321
13.813,-0.015625,-0.953125,0.062500,0.955300
13.836,-0.046875,-0.953125,0.062500,0.956321
13.851,-0.046875,-0.953125,0.062500,0.956321
13.887,-0.046875,-0.953125,0.093750,0.958871
13.901,-0.046875,-0.953125,0.093750,0.958871
13.913,-0.046875,-0.953125,0.093750,0.958871
13.926,-0.046875,-0.953125,0.109375,0.960525
13.959,-0.046875,-0.968750,0.109375,0.976031
13.984,-0.062500,-0.953125,0.109375,0.961414
13.986,-0.046875,-0.953125,0.125000,0.962429
14.001,-0.046875,-0.953125,0.109375,0.960525
14.015,-0.031250,-0.953125,0.109375,0.959889
14.045,-0.046875,-0.953125,0.109375,0.960525
14.060,-0.046875,-0.953125,0.093750,0.958871
14.075,-0.031250,-0.953125,0.093750,0.958234
14.106,-0.031250,-0.953125,0.093750,0.958234
14.121,-0.046875,-0.953125,0.093750,0.958871
14.135,-0.078125,-0.953125,0.078125,0.959507
14.150,-0.093750,-0.953125,0.078125,0.960906
14.190,-0.078125,-0.953125,0.093750,0.960906
14.213,-0.078125,-0.953125,0.109375,0.962556
14.213,-0.093750,-0.953125,0.125000,0.965847
14.241,-0.093750,-0.953125,0.125000,0.965847
14.281,-0.093750,-0.953125,0.125000,0.965847
14.281,-0.062500,-0.953125,0.140625,0.965468
14.291,-0.062500,-0.953125,0.140625,0.965468
14.315,-0.046875,-0.953125,0.125000,0.962429
14.330,-0.015625,-0.968750,0.093750,0.973401
14.346,-0.046875,-1.015625,0.109375,1.022572
14.382,-0.125000,-1.218750,0.171875,1.237141
14.399,-0.156250,-1.453125,0.218750,1.477781
14.411,-0.218750,-1.656250,0.203125,1.682937
14.423,-0.312500,-1.812500,0.203125,1.850425
14.450,-0.390625,-1.906250,0.203125,1.956435
14.485,-0.437500,-1.984375,0.187500,2.040663
14.485,-0.468750,-2.031250,0.203125,2.094508
14.513,-0.484375,-2.046875,0.187500,2.111746
14.525,-0.437500,-2.062500,0.171875,2.115385
14.541,-0.390625,-2.031250,0.156250,2.074362
14.555,-0.343750,-1.937500,0.125000,1.971724
14.585,-0.296875,-1.750000,0.109375,1.778369
14.600,-0.265625,-1.421875,0.093750,1.449508
14.615,-0.187500,-0.984375,0.125000,1.009839
14.645,-0.093750,-0.453125,0.140625,0.483618
14.665,0.015625,0.109375,0.171875,0.204323
14.763,0.109375,0.593750,0.187500,0.632185
14.763,0.203125,0.812500,0.234375,0.869683
14.763,0.312500,0.781250,0.218750,0.869402
14.782,0.328125,0.593750,0.125000,0.689804
14.800,0.171875,0.312500,-0.062500,0.362082
14.810,-0.015625,0.000000,-0.296875,0.297286
14.826,-0.187500,-0.265625,-0.375000,0.496324
14.856,-0.328125,-0.437500,-0.359375,0.654387
14.874,-0.390625,-0.750000,-0.281250,0.891173
14.885,-0.390625,-0.843750,-0.250000,0.962809
14.909,-0.390625,-0.890625,-0.171875,0.987594
14.947,-0.406250,-0.906250,-0.093750,0.997556
14.947,-0.328125,-0.921875,-0.031250,0.979028
14.960,-0.250000,-0.937500,0.015625,0.970387
14.990,-0.203125,-0.968750,0.078125,0.992895
15.007,-0.140625,-0.984375,0.125000,1.002195
15.021,-0.093750,-0.984375,0.156250,1.001098
15.035,-0.093750,-0.984375,0.171875,1.003655
15.065,-0.093750,-0.984375,0.187500,1.006449
15.097,-0.093750,-0.968750,0.187500,0.991172
15.098,-0.078125,-0.953125,0.203125,0.977656
15.126,-0.078125,-0.953125,0.218750,0.981021
15.151,-0.078125,-0.921875,0.218750,0.950688
15.157,-0.078125,-0.921875,0.203125,0.947215
15.185,-0.093750,-0.906250,0.203125,0.933455
15.200,-0.093750,-0.890625,0.203125,0.918293
15.216,-0.093750,-0.921875,0.203125,0.948632
15.235,-0.093750,-0.906250,0.187500,0.930180
15.262,-0.093750,-0.921875,0.187500,0.945409
15.288,-0.093750,-0.906250,0.171875,0.927156
15.291,-0.109375,-0.906250,0.171875,0.928866
15.306,-0.140625,-0.890625,0.171875,0.917894
15.336,-0.156250,-0.890625,0.156250,0.917628
15.353,-0.156250,-0.890625,0.140625,0.915097
15.365,-0.171875,-0.875000,0.140625,0.902741
15.395,-0.171875,-0.890625,0.125000,0.915630
15.410,-0.171875,-0.906250,0.125000,0.930836
15.440,-0.156250,-0.890625,0.125000,0.912826
15.441,-0.171875,-0.890625,0.109375,0.913628
15.475,-0.171875,-0.906250,0.109375,0.928866
15.494,-0.171875,-0.906250,0.093750,0.927156
15.500,-0.171875,-0.921875,0.093750,0.942435
15.518,-0.171875,-0.921875,0.093750,0.942435
15.550,-0.187500,-0.921875,0.078125,0.943988
15.560,-0.171875,-0.937500,0.078125,0.956321
15.578,-0.171875,-0.937500,0.078125,0.956321
15.605,-0.171875,-0.921875,0.078125,0.941009
15.628,-0.171875,-0.906250,0.078125,0.925707
15.650,-0.171875,-0.890625,0.078125,0.910416
15.652,-0.187500,-0.906250,0.093750,0.930180
15.742,-0.187500,-0.906250,0.078125,0.928735
15.742,-0.187500,-0.890625,0.078125,0.913495
15.755,-0.203125,-0.875000,0.062500,0.900439
15.771,-0.218750,-0.875000,0.062500,0.904092
15.785,-0.218750,-0.906250,0.062500,0.934370
15.815,-0.218750,-0.921875,0.078125,0.950688
15.830,-0.234375,-0.906250,0.078125,0.939321
15.845,-0.234375,-0.906250,0.078125,0.939321
15.875,-0.234375,-0.906250,0.062500,0.938151
15.905,-0.218750,-0.906250,0.093750,0.936979
15.907,-0.234375,-0.906250,0.078125,0.939321
15.923,-0.250000,-0.921875,0.078125,0.958362
15.953,-0.250000,-0.906250,0.078125,0.943341
15.975,-0.265625,-0.906250,0.078125,0.947602
15.980,-0.265625,-0.906250,0.078125,0.947602
16.011,-0.281250,-0.906250,0.078125,0.952100
16.027,-0.281250,-0.906250,0.093750,0.953509
16.040,-0.281250,-0.906250,0.093750,0.953509
16.056,-0.281250,-0.906250,0.093750,0.953509
16.086,-0.281250,-0.921875,0.093750,0.968372
16.101,-0.312500,-0.937500,0.093750,0.992649
16.123,-0.328125,-0.937500,0.093750,0.997678
16.145,-0.328125,-0.937500,0.093750,0.997678
16.175,-0.328125,-0.906250,0.093750,0.968372
16.176,-0.328125,-0.921875,0.093750,0.983010
16.192,-0.343750,-0.921875,0.093750,0.988335
16.220,-0.343750,-0.937500,0.093750,1.002925
16.236,-0.343750,-0.921875,0.093750,0.988335
16.250,-0.328125,-0.921875,0.078125,0.981643
16.265,-0.328125,-0.937500,0.078125,0.996331
16.306,-0.312500,-0.937500,0.078125,0.991295
16.311,-0.328125,-0.937500,0.062500,0.995228
16.326,-0.328125,-0.937500,0.062500,0.995228
16.362,-0.343750,-0.937500,0.062500,1.000488
16.371,-0.343750,-0.937500,0.062500,1.000488
16.386,-0.328125,-0.937500,0.078125,0.996331
16.415,-0.343750,-0.953125,0.078125,1.016226
16.440,-0.343750,-0.953125,0.078125,1.016226
16.446,-0.343750,-0.953125,0.093750,1.017546
16.461,-0.343750,-0.953125,0.078125,1.016226
16.501,-0.359375,-0.953125,0.078125,1.021617
16.506,-0.359375,-0.937500,0.078125,1.007055
16.521,-0.343750,-0.921875,0.078125,0.986976
16.535,-0.343750,-0.906250,0.078125,0.972397
16.565,-0.343750,-0.906250,0.078125,0.972397
16.580,-0.328125,-0.921875,0.078125,0.981643
16.595,-0.312500,-0.921875,0.093750,0.977905
16.625,-0.296875,-0.921875,0.109375,0.974654
16.640,-0.296875,-0.921875,0.093750,0.973025
16.692,-0.281250,-0.937500,0.093750,0.983258
16.732,-0.265625,-0.937500,0.093750,0.978903
16.736,-0.265625,-0.937500,0.078125,0.977531
16.760,-0.250000,-0.937500,0.093750,0.974780
16.775,-0.234375,-0.937500,0.093750,0.970890
16.793,-0.218750,-0.953125,0.109375,0.984003
16.806,-0.218750,-0.968750,0.125000,1.000976
16.837,-0.203125,-0.984375,0.140625,1.014904
16.852,-0.203125,-0.984375,0.140625,1.014904
16.868,-0.203125,-0.984375,0.156250,1.017186
16.884,-0.203125,-0.968750,0.171875,1.004628
16.910,-0.187500,-0.968750,0.156250,0.999023
16.925,-0.171875,-0.953125,0.171875,0.983631
16.942,-0.171875,-0.937500,0.171875,0.968498
16.970,-0.171875,-0.937500,0.171875,0.968498
16.985,-0.171875,-0.937500,0.171875,0.968498
17.000,-0.187500,-0.921875,0.171875,0.956321
17.015,-0.171875,-0.921875,0.156250,0.950688
17.045,-0.171875,-0.921875,0.156250,0.950688
17.064,-0.156250,-0.921875,0.156250,0.947988
17.080,-0.156250,-0.968750,0.140625,0.991295
17.111,-0.171875,-1.187500,0.156250,1.210005
17.122,-0.109375,-1.031250,0.187500,1.053848
17.150,-0.125000,-0.875000,0.171875,0.900439
17.169,-0.109375,-0.906250,0.171875,0.928866
17.180,-0.140625,-0.921875,0.156250,0.945538
17.196,-0.156250,-0.953125,0.140625,0.976031
17.217,-0.125000,-0.937500,0.156250,0.958616
17.241,-0.109375,-0.921875,0.156250,0.941398
17.259,-0.125000,-0.937500,0.171875,0.961287
17.271,-0.125000,-0.937500,0.171875,0.961287
17.288,-0.140625,-0.937500,0.156250,0.960779
17.315,-0.156250,-0.937500,0.171875,0.965847
17.332,-0.156250,-0.937500,0.171875,0.965847
17.345,-0.140625,-0.937500,0.171875,0.963443
17.375,-0.140625,-0.937500,0.156250,0.960779
17.406,-0.140625,-0.937500,0.156250,0.960779
17.406,-0.140625,-0.937500,0.156250,0.960779
17.421,-0.140625,-0.937500,0.156250,0.960779
17.457,-0.140625,-0.953125,0.140625,0.973652
17.472,-0.156250,-0.937500,0.140625,0.960779
17.481,-0.156250,-0.937500,0.140625,0.960779
17.511,-0.140625,-0.937500,0.125000,0.956194
17.528,-0.140625,-0.937500,0.140625,0.958362
17.541,-0.156250,-0.937500,0.140625,0.960779
17.555,-0.140625,-0.937500,0.140625,0.958362
17.595,-0.140625,-0.937500,0.125000,0.956194
17.607,-0.140625,-0.937500,0.125000,0.956194
17.615,-0.125000,-0.937500,0.125000,0.954021
17.635,-0.125000,-0.937500,0.125000,0.954021
17.665,-0.125000,-0.937500,0.140625,0.956194
17.722,-0.125000,-0.953125,0.140625,0.971518
17.735,-0.125000,-0.953125,0.140625,0.971518
17.750,-0.125000,-0.937500,0.125000,0.954021
17.765,-0.125000,-0.937500,0.156250,0.958616
17.795,-0.140625,-0.937500,0.171875,0.963443
17.810,-0.140625,-0.937500,0.171875,0.963443
17.825,-0.156250,-0.937500,0.156250,0.963190
17.855,-0.156250,-0.937500,0.156250,0.963190
17.871,-0.156250,-0.937500,0.140625,0.960779
17.910,-0.140625,-0.937500,0.140625,0.958362
17.910,-0.109375,-0.937500,0.140625,0.954277
17.930,-0.125000,-0.937500,0.140625,0.956194
17.945,-0.125000,-0.937500,0.140625,0.956194
17.960,-0.109375,-0.937500,0.156250,0.956704
17.991,-0.109375,-0.937500,0.171875,0.959380
18.005,-0.109375,-0.937500,0.171875,0.959380
18.024,-0.109375,-0.937500,0.171875,0.959380
18.039,-0.125000,-0.937500,0.171875,0.961287
18.065,-0.109375,-0.937500,0.187500,0.962302
18.080,-0.093750,-0.953125,0.171875,0.973025
18.095,-0.093750,-0.937500,0.171875,0.957725
18.140,-0.093750,-0.937500,0.156250,0.955044
18.141,-0.093750,-0.953125,0.156250,0.970387
18.155,-0.093750,-0.953125,0.171875,0.973025
18.170,-0.093750,-0.953125,0.203125,0.979028
18.200,-0.093750,-0.937500,0.203125,0.963823
18.222,-0.109375,-0.937500,0.218750,0.968876
18.237,-0.109375,-0.984375,0.265625,1.025433
18.265,-0.109375,-1.093750,0.281250,1.134616
18.276,-0.125000,-1.203125,0.312500,1.249316
18.299,-0.125000,-1.328125,0.312500,1.370108
18.308,-0.140625,-1.484375,0.343750,1.530134
18.336,-0.218750,-1.640625,0.359375,1.693710
18.353,-0.265625,-1.796875,0.359375,1.851612
18.375,-0.296875,-1.937500,0.328125,1.987387
18.395,-0.328125,-1.984375,0.296875,2.033112
18.410,-0.296875,-2.015625,0.234375,2.050807
18.425,-0.265625,-2.093750,0.187500,2.118844
18.452,-0.187500,-2.171875,0.171875,2.186719
18.472,-0.093750,-2.187500,0.187500,2.197522
18.486,0.046875,-2.109375,0.187500,2.118211
18.501,0.125000,-1.875000,0.187500,1.888493
18.515,0.218750,-1.515625,0.171875,1.540945
18.545,0.312500,-1.046875,0.140625,1.101535
18.560,0.296875,-0.500000,0.125000,0.594777
18.578,0.312500,0.093750,0.125000,0.349386
18.605,0.328125,0.609375,0.156250,0.709520
18.639,0.328125,0.890625,0.281250,0.989940
18.640,0.281250,0.937500,0.312500,1.027455
18.651,0.218750,0.656250,0.156250,0.709175
18.727,-0.031250,0.281250,-0.171875,0.331088
18.728,-0.218750,0.015625,-0.453125,0.503406
18.755,-0.375000,-0.296875,-0.578125,0.750325
18.777,-0.500000,-0.515625,-0.562500,0.912291
18.785,-0.484375,-0.703125,-0.484375,0.981643
18.816,-0.484375,-0.828125,-0.468750,1.067772
18.834,-0.453125,-0.890625,-0.453125,1.097204
18.845,-0.406250,-0.890625,-0.328125,1.032433
18.877,-0.343750,-0.875000,-0.203125,0.961795
18.890,-0.187500,-0.890625,0.000000,0.910148
18.905,-0.156250,-0.906250,0.031250,0.920152
18.935,-0.140625,-0.921875,0.046875,0.933716
18.950,-0.156250,-0.921875,0.062500,0.937109
18.965,-0.125000,-0.921875,0.093750,0.935023
18.980,-0.125000,-0.906250,0.140625,0.925575
19.022,-0.125000,-0.890625,0.140625,0.910282
19.026,-0.109375,-0.875000,0.156250,0.895546
19.041,-0.109375,-0.875000,0.156250,0.895546
19.057,-0.109375,-0.859375,0.140625,0.877647
19.086,-0.156250,-0.843750,0.109375,0.865038
19.100,-0.171875,-0.828125,0.093750,0.850953
19.130,-0.171875,-0.812500,0.078125,0.834147
19.131,-0.171875,-0.796875,0.078125,0.818935
19.162,-0.187500,-0.796875,0.046875,0.819978
19.181,-0.234375,-0.812500,0.031250,0.846206
19.199,-0.250000,-0.812500,0.015625,0.850235
19.226,-0.265625,-0.812500,0.015625,0.854960
19.243,-0.281250,-0.812500,-0.015625,0.859943
19.250,-0.296875,-0.812500,-0.015625,0.865179
19.265,-0.296875,-0.843750,-0.031250,0.895000
19.295,-0.281250,-0.859375,-0.015625,0.904362
19.310,-0.281250,-0.828125,-0.015625,0.874721
19.325,-0.281250,-0.812500,-0.031250,0.860369
19.370,-0.296875,-0.843750,-0.031250,0.895000
19.371,-0.296875,-0.843750,-0.031250,0.895000
19.385,-0.296875,-0.859375,-0.062500,0.911354
19.414,-0.296875,-0.875000,-0.078125,0.927288
19.431,-0.296875,-0.875000,-0.078125,0.927288
19.446,-0.296875,-0.875000,-0.046875,0.925179
19.461,-0.281250,-0.906250,-0.046875,0.950046
19.492,-0.281250,-0.921875,-0.046875,0.964962
19.506,-0.250000,-0.921875,-0.046875,0.956321
19.521,-0.250000,-0.937500,-0.046875,0.971393
19.536,-0.265625,-0.937500,-0.062500,0.976406
19.586,-0.250000,-0.937500,-0.046875,0.971393
19.590,-0.250000,-0.953125,-0.031250,0.985862
19.596,-0.265625,-0.984375,-0.046875,1.020661
19.625,-0.281250,-0.968750,-0.031250,1.009235
19.643,-0.265625,-0.984375,-0.031250,1.020062
19.656,-0.265625,-0.984375,0.000000,1.019584
19.731,-0.265625,-0.984375,0.015625,1.019703
19.733,-0.250000,-0.984375,0.000000,1.015625
19.745,-0.250000,-0.968750,0.000000,1.000488
19.775,-0.281250,-0.953125,0.000000,0.993755
19.790,-0.296875,-0.968750,0.000000,1.013218
19.836,-0.281250,-0.968750,0.000000,1.008751
19.836,-0.250000,-0.984375,0.015625,1.015745
19.868,-0.234375,-1.000000,0.031250,1.027574
19.868,-0.234375,-1.000000,0.031250,1.027574
19.886,-0.265625,-1.000000,0.015625,1.034795
19.921,-0.265625,-1.000000,0.031250,1.035149
19.926,-0.250000,-0.984375,0.031250,1.016106
19.942,-0.265625,-0.968750,0.031250,1.004992
19.971,-0.265625,-0.968750,0.031250,1.004992
19.992,-0.250000,-0.968750,0.031250,1.000976
20.004,-0.250000,-0.953125,0.046875,0.986481
20.016,-0.234375,-0.937500,0.046875,0.967489
20.046,-0.250000,-0.953125,0.046875,0.986481
20.061,-0.250000,-0.953125,0.046875,0.986481
20.079,-0.265625,-0.953125,0.046875,0.990556
20.120,-0.265625,-0.953125,0.046875,0.990556
20.121,-0.265625,-0.953125,0.046875,0.990556
20.135,-0.281250,-0.953125,0.046875,0.994860
20.150,-0.250000,-0.937500,0.046875,0.971393
20.180,-0.250000,-0.937500,0.062500,0.972272
20.195,-0.250000,-0.937500,0.062500,0.972272
20.210,-0.250000,-0.937500,0.078125,0.973401
20.253,-0.250000,-0.937500,0.078125,0.973401
20.256,-0.250000,-0.921875,0.078125,0.958362
20.271,-0.250000,-0.937500,0.078125,0.973401
20.287,-0.234375,-0.921875,0.078125,0.954405
20.316,-0.234375,-0.937500,0.078125,0.969506
20.331,-0.218750,-0.953125,0.093750,0.982389
20.362,-0.218750,-0.937500,0.109375,0.968876
20.387,-0.203125,-0.953125,0.109375,0.980648
20.402,-0.203125,-0.937500,0.125000,0.967363
20.408,-0.203125,-0.921875,0.109375,0.950303
20.424,-0.203125,-0.937500,0.109375,0.965468
20.451,-0.203125,-0.937500,0.125000,0.967363
20.471,-0.203125,-0.921875,0.125000,0.952228
20.480,-0.203125,-0.937500,0.125000,0.967363
20.495,-0.218750,-0.921875,0.125000,0.955683
20.525,-0.203125,-0.921875,0.125000,0.952228
20.540,-0.203125,-0.921875,0.140625,0.954405
20.555,-0.203125,-0.921875,0.140625,0.954405
20.585,-0.218750,-0.921875,0.140625,0.957852
20.600,-0.218750,-0.937500,0.125000,0.970764
20.615,-0.218750,-0.937500,0.125000,0.970764
20.645,-0.218750,-0.921875,0.125000,0.955683
20.662,-0.234375,-0.937500,0.125000,0.974404
20.675,-0.234375,-0.937500,0.156250,0.978903
20.734,-0.234375,-0.937500,0.156250,0.978903
20.736,-0.218750,-0.937500,0.156250,0.975280
20.753,-0.250000,-0.937500,0.140625,0.980399
20.765,-0.250000,-0.937500,0.140625,0.980399
20.827,-0.250000,-0.937500,0.125000,0.978280
20.827,-0.250000,-0.937500,0.125000,0.978280
20.827,-0.250000,-0.921875,0.140625,0.965468
20.857,-0.234375,-0.921875,0.125000,0.959380
20.872,-0.234375,-0.921875,0.140625,0.961541
20.894,-0.218750,-0.921875,0.156250,0.960270
20.900,-0.218750,-0.937500,0.156250,0.975280
20.930,-0.218750,-0.937500,0.156250,0.975280
20.945,-0.218750,-0.937500,0.171875,0.977905
20.960,-0.218750,-0.937500,0.171875,0.977905
20.990,-0.203125,-0.937500,0.171875,0.974529
21.005,-0.187500,-0.937500,0.171875,0.971393
21.021,-0.187500,-0.937500,0.187500,0.974279
21.035,-0.187500,-0.937500,0.187500,0.974279
21.071,-0.187500,-0.937500,0.187500,0.974279
21.096,-0.171875,-0.937500,0.187500,0.971393
