Timestamp,X (g),Y (g),Z (g),Magnitude (g)
15.410,0.046875,0.328125,0.406250,0.524311
15.410,0.125000,0.328125,0.671875,0.758094
15.442,0.359375,0.390625,0.953125,1.090956
15.485,0.656250,0.500000,1.156250,1.420415
15.487,0.593750,0.515625,1.265625,1.490039
15.487,0.437500,0.609375,1.140625,1.365199
15.517,0.562500,0.765625,0.953125,1.345747
15.517,0.640625,0.906250,0.750000,1.339474
15.553,0.546875,1.062500,0.625000,1.348556
15.562,0.234375,1.406250,1.046875,1.768733
15.593,0.750000,1.312500,1.031250,1.829927
15.634,1.062500,1.046875,0.453125,1.558902
15.635,0.890625,0.859375,0.015625,1.237733
15.637,0.890625,0.921875,-0.046875,1.282678
15.665,0.796875,0.937500,0.093750,1.233979
15.667,0.406250,0.984375,0.093750,1.069029
15.741,0.125000,1.000000,-0.062500,1.009718
15.741,0.046875,1.109375,-0.187500,1.126085
15.742,-0.125000,1.203125,-0.312500,1.249316
15.742,-0.031250,1.234375,-0.203125,1.251366
15.778,-0.046875,1.171875,-0.187500,1.187706
15.779,-0.125000,1.078125,-0.187500,1.101424
15.816,-0.062500,0.968750,-0.203125,0.991788
15.816,0.093750,0.968750,-0.203125,0.994246
15.853,0.250000,0.968750,-0.125000,1.008267
15.938,0.281250,0.906250,-0.093750,0.953509
15.938,0.234375,0.921875,-0.203125,0.972648
15.939,0.140625,0.921875,-0.234375,0.961541
15.966,0.156250,0.828125,-0.187500,0.863343
16.006,-0.046875,0.765625,-0.312500,0.828272
16.007,-0.140625,0.875000,-0.406250,0.974905
16.042,-0.406250,0.968750,-0.421875,1.132031
16.043,-0.468750,1.031250,-0.296875,1.171041
16.080,-0.453125,1.031250,-0.250000,1.153819
16.081,-0.359375,1.046875,-0.218750,1.128251
16.116,-0.187500,1.031250,-0.156250,1.059739
16.121,-0.109375,1.093750,-0.156250,1.110255
16.153,-0.109375,1.109375,-0.203125,1.133109
16.154,-0.125000,1.062500,-0.203125,1.088940
16.194,-0.140625,0.984375,-0.218750,1.018146
16.194,-0.187500,0.875000,-0.140625,0.905846
16.228,-0.187500,0.875000,-0.140625,0.905846
16.229,-0.234375,0.796875,-0.109375,0.837797
16.265,-0.265625,0.750000,-0.078125,0.799475
16.271,-0.250000,0.734375,-0.046875,0.777177
16.303,-0.187500,0.734375,0.000000,0.757933
16.304,-0.187500,0.796875,0.031250,0.819233
16.344,-0.187500,0.921875,0.078125,0.943988
16.344,-0.171875,1.046875,0.125000,1.068229
16.378,-0.156250,1.062500,0.171875,1.087594
16.420,-0.140625,1.046875,0.265625,1.089164
16.420,-0.140625,0.984375,0.328125,1.047108
16.420,-0.171875,0.968750,0.343750,1.042200
16.453,-0.156250,0.953125,0.312500,1.015144
16.529,-0.125000,0.968750,0.296875,1.020900
16.529,-0.093750,0.968750,0.296875,1.017546
16.529,-0.046875,0.953125,0.296875,0.999389
16.530,-0.015625,0.953125,0.296875,0.998412
16.530,0.046875,0.953125,0.296875,0.999389
16.569,0.125000,0.953125,0.328125,1.015745
16.569,0.171875,1.015625,0.359375,1.090956
16.603,0.187500,1.062500,0.406250,1.152867
16.641,0.250000,1.109375,0.484375,1.236055
16.717,0.343750,1.156250,0.578125,1.337650
16.717,0.359375,1.203125,0.625000,1.402599
16.717,0.343750,1.250000,0.640625,1.446051
16.717,0.312500,1.218750,0.703125,1.441316
16.721,0.265625,1.109375,0.781250,1.382614
16.721,0.171875,0.968750,0.796875,1.266107
16.754,0.093750,0.796875,0.765625,1.109045
16.793,0.093750,0.671875,0.750000,1.011289
16.793,0.203125,0.671875,0.750000,1.027217
16.832,0.375000,0.718750,0.687500,1.062959
16.832,0.546875,0.781250,0.656250,1.157622
16.868,0.687500,0.812500,0.687500,1.267071
16.905,0.750000,0.828125,0.734375,1.337011
16.978,0.750000,0.734375,0.734375,1.281059
16.979,0.796875,0.640625,0.750000,1.268034
16.980,0.828125,0.578125,0.828125,1.306067
17.017,0.484375,0.468750,0.781250,1.031842
17.053,0.359375,0.343750,0.718750,0.874023
17.053,0.281250,0.250000,0.625000,0.729539
17.054,0.203125,0.140625,0.578125,0.628700
17.055,0.140625,0.046875,0.515625,0.536509
17.101,0.093750,-0.046875,0.468750,0.480326
17.102,0.046875,-0.125000,0.406250,0.427623
17.132,0.031250,-0.218750,0.359375,0.421875
17.203,0.000000,-0.296875,0.328125,0.442494
17.247,-0.031250,-0.390625,0.312500,0.501219
17.248,-0.093750,-0.468750,0.250000,0.539459
17.249,-0.125000,-0.578125,0.218750,0.630639
17.249,-0.125000,-0.578125,0.218750,0.630639
17.249,-0.140625,-0.671875,0.171875,0.707624
17.320,-0.171875,-0.781250,0.140625,0.812199
17.320,-0.218750,-0.875000,0.187500,0.921213
17.320,-0.281250,-0.953125,0.250000,1.024719
17.322,-0.296875,-1.015625,0.281250,1.094866
17.323,-0.281250,-1.046875,0.281250,1.119889
17.353,-0.265625,-1.046875,0.281250,1.116067
17.401,-0.281250,-1.015625,0.312500,1.099205
17.474,-0.281250,-0.968750,0.343750,1.065712
17.475,-0.250000,-0.906250,0.375000,1.012133
17.475,-0.218750,-0.859375,0.390625,0.969002
17.475,-0.203125,-0.812500,0.359375,0.911354
17.503,-0.187500,-0.765625,0.359375,0.866307
17.578,-0.156250,-0.750000,0.359375,0.846206
17.653,-0.156250,-0.750000,0.375000,0.852959
17.653,-0.140625,-0.750000,0.375000,0.850235
17.655,-0.156250,-0.750000,0.375000,0.852959
17.656,-0.156250,-0.750000,0.343750,0.839689
17.703,-0.187500,-0.734375,0.343750,0.832242
17.703,-0.187500,-0.765625,0.296875,0.842302
17.703,-0.203125,-0.750000,0.312500,0.837506
17.703,-0.234375,-0.781250,0.296875,0.867997
17.704,-0.218750,-0.796875,0.281250,0.872905
17.704,-0.234375,-0.796875,0.265625,0.872065
17.803,-0.250000,-0.781250,0.265625,0.862211
17.803,-0.265625,-0.781250,0.265625,0.866871
17.804,-0.265625,-0.781250,0.265625,0.866871
17.805,-0.234375,-0.781250,0.281250,0.862777
17.806,-0.218750,-0.750000,0.281250,0.830333
17.806,-0.203125,-0.734375,0.296875,0.817742
17.879,-0.203125,-0.703125,0.328125,0.802066
17.879,-0.187500,-0.656250,0.375000,0.778746
17.880,-0.171875,-0.640625,0.390625,0.769759
17.918,-0.140625,-0.593750,0.406250,0.733044
17.918,-0.140625,-0.562500,0.421875,0.717050
17.956,-0.125000,-0.515625,0.421875,0.677844
17.956,-0.109375,-0.515625,0.437500,0.685010
18.028,-0.078125,-0.500000,0.437500,0.668962
18.108,-0.046875,-0.484375,0.421875,0.644046
18.108,-0.046875,-0.515625,0.453125,0.688032
18.377,-0.046875,-0.531250,0.484375,0.720446
18.407,-0.078125,-0.562500,0.531250,0.777648
18.440,-0.078125,-0.609375,0.593750,0.854389
18.441,-0.093750,-0.640625,0.656250,0.921875
