Timestamp,X (g),Y (g),Z (g),Magnitude (g)
14.067,-0.140625,-0.890625,0.312500,0.954277
14.068,-0.125000,-0.890625,0.328125,0.957342
14.142,-0.125000,-0.890625,0.312500,0.952100
14.142,-0.109375,-0.890625,0.312500,0.950175
14.143,-0.093750,-0.875000,0.312500,0.933847
14.143,-0.093750,-0.859375,0.312500,0.919223
14.144,-0.093750,-0.859375,0.312500,0.919223
14.181,-0.062500,-0.859375,0.296875,0.911354
14.216,-0.062500,-0.843750,0.296875,0.896635
14.220,-0.062500,-0.843750,0.312500,0.901929
14.255,-0.062500,-0.843750,0.281250,0.891584
14.256,-0.062500,-0.828125,0.281250,0.876812
14.291,-0.062500,-0.828125,0.281250,0.876812
14.292,-0.078125,-0.828125,0.296875,0.883193
14.330,-0.078125,-0.828125,0.296875,0.883193
14.331,-0.093750,-0.812500,0.312500,0.875558
14.371,-0.093750,-0.828125,0.296875,0.884712
14.371,-0.093750,-0.828125,0.312500,0.890077
14.404,-0.109375,-0.843750,0.312500,0.906385
14.404,-0.109375,-0.859375,0.328125,0.926366
14.441,-0.125000,-0.859375,0.328125,0.928341
14.442,-0.125000,-0.859375,0.359375,0.939841
14.485,-0.125000,-0.875000,0.343750,0.948374
14.485,-0.125000,-0.875000,0.343750,0.948374
14.559,-0.125000,-0.890625,0.359375,0.968498
14.559,-0.125000,-0.921875,0.375000,1.003047
14.560,-0.125000,-0.937500,0.375000,1.017426
14.560,-0.125000,-0.937500,0.375000,1.017426
14.593,-0.093750,-0.937500,0.375000,1.014061
14.593,-0.093750,-0.937500,0.390625,1.019943
14.629,-0.093750,-0.953125,0.375000,1.028524
14.629,-0.093750,-0.937500,0.375000,1.014061
14.668,-0.078125,-0.937500,0.375000,1.012736
14.668,-0.078125,-0.921875,0.375000,0.998290
14.704,-0.062500,-0.906250,0.359375,0.976906
14.704,-0.062500,-0.890625,0.343750,0.956704
14.742,-0.062500,-0.875000,0.328125,0.936588
14.742,-0.078125,-0.859375,0.312500,0.917761
14.778,-0.078125,-0.828125,0.296875,0.883193
14.779,-0.078125,-0.812500,0.296875,0.868559
14.816,-0.078125,-0.812500,0.281250,0.863343
14.817,-0.093750,-0.796875,0.281250,0.850235
14.855,-0.093750,-0.781250,0.296875,0.840997
14.855,-0.109375,-0.796875,0.296875,0.857384
14.895,-0.125000,-0.812500,0.312500,0.879453
14.895,-0.125000,-0.828125,0.328125,0.899490
14.929,-0.140625,-0.843750,0.343750,0.921875
14.929,-0.140625,-0.843750,0.343750,0.921875
14.969,-0.125000,-0.843750,0.343750,0.919621
15.041,-0.109375,-0.843750,0.343750,0.917628
15.042,-0.093750,-0.828125,0.359375,0.907596
15.043,-0.093750,-0.812500,0.359375,0.893362
15.080,-0.062500,-0.796875,0.343750,0.870103
15.118,-0.062500,-0.765625,0.328125,0.835317
15.119,-0.046875,-0.750000,0.328125,0.819978
15.154,-0.046875,-0.750000,0.328125,0.819978
15.155,-0.062500,-0.750000,0.343750,0.827388
15.198,-0.062500,-0.750000,0.359375,0.834000
15.229,-0.078125,-0.765625,0.359375,0.849374
15.229,-0.093750,-0.781250,0.359375,0.865038
15.230,-0.093750,-0.796875,0.375000,0.885677
15.266,-0.078125,-0.796875,0.390625,0.890899
15.267,-0.093750,-0.812500,0.406250,0.913227
15.309,-0.078125,-0.828125,0.406250,0.925707
15.309,-0.078125,-0.812500,0.406250,0.911756
15.344,-0.078125,-0.812500,0.421875,0.918824
15.344,-0.062500,-0.812500,0.421875,0.917628
15.381,-0.062500,-0.828125,0.406250,0.924520
15.381,-0.062500,-0.812500,0.421875,0.917628
15.416,-0.062500,-0.812500,0.437500,0.924916
15.417,-0.046875,-0.796875,0.453125,0.917894
15.454,-0.031250,-0.796875,0.453125,0.917229
15.454,-0.031250,-0.796875,0.453125,0.917229
15.491,-0.015625,-0.796875,0.468750,0.924652
15.492,0.000000,-0.796875,0.500000,0.940750
15.529,0.031250,-0.812500,0.531250,0.971267
15.534,0.031250,-0.828125,0.546875,0.992895
15.566,0.062500,-0.828125,0.531250,0.985862
15.567,0.078125,-0.828125,0.546875,0.995473
15.604,0.125000,-0.828125,0.593750,1.026623
15.604,0.140625,-0.828125,0.609375,1.037740
15.641,0.140625,-0.828125,0.625000,1.046992
15.642,0.171875,-0.812500,0.640625,1.048855
15.684,0.187500,-0.812500,0.625000,1.042083
15.684,0.187500,-0.796875,0.609375,1.020541
15.716,0.203125,-0.781250,0.640625,1.030540
15.754,0.218750,-0.765625,0.640625,1.021975
15.754,0.218750,-0.734375,0.656250,1.008872
15.840,0.218750,-0.718750,0.671875,1.007903
15.840,0.234375,-0.734375,0.656250,1.012375
15.840,0.250000,-0.734375,0.671875,1.026266
15.841,0.250000,-0.750000,0.671875,1.037505
15.904,0.250000,-0.765625,0.671875,1.048855
15.904,0.265625,-0.796875,0.671875,1.075631
15.905,0.265625,-0.828125,0.687500,1.108604
15.906,0.281250,-0.875000,0.718750,1.166760
15.945,0.281250,-0.921875,0.765625,1.230909
15.950,0.296875,-0.968750,0.812500,1.298756
16.017,0.312500,-1.015625,0.859375,1.366629
